stratification,strata,year,measure,prevalence,median_prevalence,prevalence_lci,prevalence_uci,file_name
FIPS,01001,2022-2023,Obesity,0.4090713447535217,0.4051822633596435,0.29023683288727,0.5596609774006039,C:/Cloud/OneDrive - Emory University/Papers/Pursuant User Profiles/working/model/ktana07/glmer_20222023_county_obesity estimates.csv
FIPS,01003,2022-2023,Obesity,0.388013567925021,0.38190714266079695,0.26085212991844275,0.5266082429195891,C:/Cloud/OneDrive - Emory University/Papers/Pursuant User Profiles/working/model/ktana07/glmer_20222023_county_obesity estimates.csv
FIPS,01005,2022-2023,Obesity,0.49801224207613104,0.4997415670472891,0.3607698353024309,0.6379837392287104,C:/Cloud/OneDrive - Emory University/Papers/Pursuant User Profiles/working/model/ktana07/glmer_20222023_county_obesity estimates.csv
FIPS,01007,2022-2023,Obesity,0.5375719471939074,0.5384387750442444,0.3982416844531409,0.6683583108816517,C:/Cloud/OneDrive - Emory University/Papers/Pursuant User Profiles/working/model/ktana07/glmer_20222023_county_obesity estimates.csv
FIPS,01009,2022-2023,Obesity,0.4615013736052357,0.4630744645741628,0.30625465248880274,0.6154375767174135,C:/Cloud/OneDrive - Emory University/Papers/Pursuant User Profiles/working/model/ktana07/glmer_20222023_county_obesity estimates.csv
FIPS,01011,2022-2023,Obesity,0.5473198452689664,0.5487284472869027,0.43885106487073616,0.6519863887048825,C:/Cloud/OneDrive - Emory University/Papers/Pursuant User Profiles/working/model/ktana07/glmer_20222023_county_obesity estimates.csv
FIPS,01013,2022-2023,Obesity,0.4749709037241006,0.470191268975487,0.31728557348463166,0.6393017991755716,C:/Cloud/OneDrive - Emory University/Papers/Pursuant User Profiles/working/model/ktana07/glmer_20222023_county_obesity estimates.csv
FIPS,01015,2022-2023,Obesity,0.4926143558934694,0.4931634515643218,0.3682333195355105,0.6125412927554825,C:/Cloud/OneDrive - Emory University/Papers/Pursuant User Profiles/working/model/ktana07/glmer_20222023_county_obesity estimates.csv
FIPS,01017,2022-2023,Obesity,0.5743897919447076,0.5749815629617161,0.4523759560795226,0.6886104376802644,C:/Cloud/OneDrive - Emory University/Papers/Pursuant User Profiles/working/model/ktana07/glmer_20222023_county_obesity estimates.csv
FIPS,01019,2022-2023,Obesity,0.5549640031739784,0.5557529749769421,0.41683598546939504,0.7031165411099142,C:/Cloud/OneDrive - Emory University/Papers/Pursuant User Profiles/working/model/ktana07/glmer_20222023_county_obesity estimates.csv
FIPS,01021,2022-2023,Obesity,0.4091028490746304,0.4082101228460039,0.2655461324342422,0.5576206935613345,C:/Cloud/OneDrive - Emory University/Papers/Pursuant User Profiles/working/model/ktana07/glmer_20222023_county_obesity estimates.csv
FIPS,01023,2022-2023,Obesity,0.5441723542076721,0.5420650211923282,0.4427148008993748,0.6515942993008438,C:/Cloud/OneDrive - Emory University/Papers/Pursuant User Profiles/working/model/ktana07/glmer_20222023_county_obesity estimates.csv
FIPS,01025,2022-2023,Obesity,0.5643366272655015,0.5659009486396203,0.443654059200129,0.68839354939037,C:/Cloud/OneDrive - Emory University/Papers/Pursuant User Profiles/working/model/ktana07/glmer_20222023_county_obesity estimates.csv
FIPS,01027,2022-2023,Obesity,0.5345303061604986,0.5370154278502166,0.3931634898215841,0.6564087592843428,C:/Cloud/OneDrive - Emory University/Papers/Pursuant User Profiles/working/model/ktana07/glmer_20222023_county_obesity estimates.csv
FIPS,01029,2022-2023,Obesity,0.4729356925363928,0.4690774451835191,0.3236916375759762,0.6158699102163463,C:/Cloud/OneDrive - Emory University/Papers/Pursuant User Profiles/working/model/ktana07/glmer_20222023_county_obesity estimates.csv
FIPS,01031,2022-2023,Obesity,0.5252602353893857,0.5249285692361934,0.39871283988127654,0.6590159616248659,C:/Cloud/OneDrive - Emory University/Papers/Pursuant User Profiles/working/model/ktana07/glmer_20222023_county_obesity estimates.csv
FIPS,01033,2022-2023,Obesity,0.4439294046176496,0.4395283169087956,0.32527252056256284,0.5731328054730516,C:/Cloud/OneDrive - Emory University/Papers/Pursuant User Profiles/working/model/ktana07/glmer_20222023_county_obesity estimates.csv
FIPS,01035,2022-2023,Obesity,0.5064714550441249,0.5039395177303085,0.408028954738186,0.6136560233122499,C:/Cloud/OneDrive - Emory University/Papers/Pursuant User Profiles/working/model/ktana07/glmer_20222023_county_obesity estimates.csv
FIPS,01037,2022-2023,Obesity,0.46275882476981894,0.4586122893377811,0.34126771377431175,0.5871601041129979,C:/Cloud/OneDrive - Emory University/Papers/Pursuant User Profiles/working/model/ktana07/glmer_20222023_county_obesity estimates.csv
FIPS,01039,2022-2023,Obesity,0.6126635636039559,0.6186940074413809,0.467840697466263,0.7496099261339545,C:/Cloud/OneDrive - Emory University/Papers/Pursuant User Profiles/working/model/ktana07/glmer_20222023_county_obesity estimates.csv
FIPS,01041,2022-2023,Obesity,0.5529181111656348,0.5529822208617639,0.4244099013077152,0.6740658650885016,C:/Cloud/OneDrive - Emory University/Papers/Pursuant User Profiles/working/model/ktana07/glmer_20222023_county_obesity estimates.csv
FIPS,01043,2022-2023,Obesity,0.4904791129918395,0.49312044211976713,0.33337869165882095,0.6444473002745685,C:/Cloud/OneDrive - Emory University/Papers/Pursuant User Profiles/working/model/ktana07/glmer_20222023_county_obesity estimates.csv
FIPS,01045,2022-2023,Obesity,0.5766129071444152,0.5762020951076504,0.4593296952964576,0.7074120632585305,C:/Cloud/OneDrive - Emory University/Papers/Pursuant User Profiles/working/model/ktana07/glmer_20222023_county_obesity estimates.csv
FIPS,01047,2022-2023,Obesity,0.7114522388776573,0.7117145326779348,0.5904909728830666,0.8114235587080778,C:/Cloud/OneDrive - Emory University/Papers/Pursuant User Profiles/working/model/ktana07/glmer_20222023_county_obesity estimates.csv
FIPS,01049,2022-2023,Obesity,0.3340837708109393,0.3320248763647913,0.1953263139661379,0.4754515756304311,C:/Cloud/OneDrive - Emory University/Papers/Pursuant User Profiles/working/model/ktana07/glmer_20222023_county_obesity estimates.csv
FIPS,01051,2022-2023,Obesity,0.4236338327225168,0.42273674616393087,0.30523349004949196,0.5515726655168092,C:/Cloud/OneDrive - Emory University/Papers/Pursuant User Profiles/working/model/ktana07/glmer_20222023_county_obesity estimates.csv
FIPS,01053,2022-2023,Obesity,0.5779033530514165,0.5783657927760412,0.45291348004080656,0.6956086319810567,C:/Cloud/OneDrive - Emory University/Papers/Pursuant User Profiles/working/model/ktana07/glmer_20222023_county_obesity estimates.csv
FIPS,01055,2022-2023,Obesity,0.5038850941321987,0.501734124530257,0.3820560414483175,0.6348118122033757,C:/Cloud/OneDrive - Emory University/Papers/Pursuant User Profiles/working/model/ktana07/glmer_20222023_county_obesity estimates.csv
FIPS,01057,2022-2023,Obesity,0.4707397951772005,0.4710114682390072,0.32270006637082543,0.6151464214538953,C:/Cloud/OneDrive - Emory University/Papers/Pursuant User Profiles/working/model/ktana07/glmer_20222023_county_obesity estimates.csv
FIPS,01059,2022-2023,Obesity,0.395659280808778,0.39060509923394526,0.2763544214345728,0.523863235485142,C:/Cloud/OneDrive - Emory University/Papers/Pursuant User Profiles/working/model/ktana07/glmer_20222023_county_obesity estimates.csv
FIPS,01061,2022-2023,Obesity,0.4604783007324814,0.4612371688334561,0.3315251722777901,0.5881977588419994,C:/Cloud/OneDrive - Emory University/Papers/Pursuant User Profiles/working/model/ktana07/glmer_20222023_county_obesity estimates.csv
FIPS,01063,2022-2023,Obesity,0.5858412705414846,0.586681294051528,0.4483135766657545,0.713389970479392,C:/Cloud/OneDrive - Emory University/Papers/Pursuant User Profiles/working/model/ktana07/glmer_20222023_county_obesity estimates.csv
FIPS,01065,2022-2023,Obesity,0.51655627351213,0.5170345026934627,0.39988327414485025,0.6256078193496784,C:/Cloud/OneDrive - Emory University/Papers/Pursuant User Profiles/working/model/ktana07/glmer_20222023_county_obesity estimates.csv
FIPS,01067,2022-2023,Obesity,0.4820460587652374,0.48140896609504413,0.37081860982385073,0.6033596733587029,C:/Cloud/OneDrive - Emory University/Papers/Pursuant User Profiles/working/model/ktana07/glmer_20222023_county_obesity estimates.csv
FIPS,01069,2022-2023,Obesity,0.45905295703670407,0.4589865683779682,0.33523265039947336,0.5834540683581597,C:/Cloud/OneDrive - Emory University/Papers/Pursuant User Profiles/working/model/ktana07/glmer_20222023_county_obesity estimates.csv
FIPS,01071,2022-2023,Obesity,0.51375284367728,0.5111137944844578,0.3600718242731645,0.6652613351553539,C:/Cloud/OneDrive - Emory University/Papers/Pursuant User Profiles/working/model/ktana07/glmer_20222023_county_obesity estimates.csv
FIPS,01073,2022-2023,Obesity,0.4748056269877732,0.47349034940600976,0.3699546105035064,0.591630508987123,C:/Cloud/OneDrive - Emory University/Papers/Pursuant User Profiles/working/model/ktana07/glmer_20222023_county_obesity estimates.csv
FIPS,01075,2022-2023,Obesity,0.4839734396398864,0.4794938372377889,0.35590024415902266,0.6314153678118192,C:/Cloud/OneDrive - Emory University/Papers/Pursuant User Profiles/working/model/ktana07/glmer_20222023_county_obesity estimates.csv
FIPS,01077,2022-2023,Obesity,0.5026800750107487,0.5050306546222154,0.3564992395123153,0.6526456176747226,C:/Cloud/OneDrive - Emory University/Papers/Pursuant User Profiles/working/model/ktana07/glmer_20222023_county_obesity estimates.csv
FIPS,01079,2022-2023,Obesity,0.4006344573259237,0.4018483092308244,0.28246153984717765,0.5408361990911549,C:/Cloud/OneDrive - Emory University/Papers/Pursuant User Profiles/working/model/ktana07/glmer_20222023_county_obesity estimates.csv
FIPS,01081,2022-2023,Obesity,0.5058244997457909,0.5079557213270767,0.3834772726346776,0.6203034340478296,C:/Cloud/OneDrive - Emory University/Papers/Pursuant User Profiles/working/model/ktana07/glmer_20222023_county_obesity estimates.csv
FIPS,01083,2022-2023,Obesity,0.5187164857099826,0.5214610052765563,0.37230342850610343,0.6587155341170018,C:/Cloud/OneDrive - Emory University/Papers/Pursuant User Profiles/working/model/ktana07/glmer_20222023_county_obesity estimates.csv
FIPS,01085,2022-2023,Obesity,0.49672974954147736,0.4961443132943131,0.3671862179446258,0.6404297514661615,C:/Cloud/OneDrive - Emory University/Papers/Pursuant User Profiles/working/model/ktana07/glmer_20222023_county_obesity estimates.csv
FIPS,01087,2022-2023,Obesity,0.527854181085751,0.529157111267729,0.4026923476893004,0.6445615869111898,C:/Cloud/OneDrive - Emory University/Papers/Pursuant User Profiles/working/model/ktana07/glmer_20222023_county_obesity estimates.csv
FIPS,01089,2022-2023,Obesity,0.41890772148288846,0.4187372204397498,0.2997843673821843,0.5418731976471627,C:/Cloud/OneDrive - Emory University/Papers/Pursuant User Profiles/working/model/ktana07/glmer_20222023_county_obesity estimates.csv
FIPS,01091,2022-2023,Obesity,0.3999827972946629,0.3937852074501282,0.2773646835901982,0.5297129611321489,C:/Cloud/OneDrive - Emory University/Papers/Pursuant User Profiles/working/model/ktana07/glmer_20222023_county_obesity estimates.csv
FIPS,01093,2022-2023,Obesity,0.4747037169246898,0.4767875188330265,0.3124642881160431,0.619970027388365,C:/Cloud/OneDrive - Emory University/Papers/Pursuant User Profiles/working/model/ktana07/glmer_20222023_county_obesity estimates.csv
FIPS,01095,2022-2023,Obesity,0.4557392097389451,0.4542974843194678,0.32450667300946556,0.590167985701417,C:/Cloud/OneDrive - Emory University/Papers/Pursuant User Profiles/working/model/ktana07/glmer_20222023_county_obesity estimates.csv
FIPS,01097,2022-2023,Obesity,0.44996855781111794,0.4512058168782613,0.33605742637867164,0.5644013029758861,C:/Cloud/OneDrive - Emory University/Papers/Pursuant User Profiles/working/model/ktana07/glmer_20222023_county_obesity estimates.csv
FIPS,01099,2022-2023,Obesity,0.5431832964359883,0.5412181715243617,0.42435450606749703,0.6664262823971708,C:/Cloud/OneDrive - Emory University/Papers/Pursuant User Profiles/working/model/ktana07/glmer_20222023_county_obesity estimates.csv
FIPS,01101,2022-2023,Obesity,0.48953821402742825,0.48914255653230976,0.36883645122254505,0.5932051942309793,C:/Cloud/OneDrive - Emory University/Papers/Pursuant User Profiles/working/model/ktana07/glmer_20222023_county_obesity estimates.csv
FIPS,01103,2022-2023,Obesity,0.4350074303262182,0.4369883289642358,0.3130562244626449,0.5630360692495435,C:/Cloud/OneDrive - Emory University/Papers/Pursuant User Profiles/working/model/ktana07/glmer_20222023_county_obesity estimates.csv
FIPS,01105,2022-2023,Obesity,0.5287277671898456,0.5292556251199269,0.41841564952947213,0.6305850374241475,C:/Cloud/OneDrive - Emory University/Papers/Pursuant User Profiles/working/model/ktana07/glmer_20222023_county_obesity estimates.csv
FIPS,01107,2022-2023,Obesity,0.5038414510951952,0.5045310772858742,0.40322446763631786,0.6031165585454873,C:/Cloud/OneDrive - Emory University/Papers/Pursuant User Profiles/working/model/ktana07/glmer_20222023_county_obesity estimates.csv
FIPS,01109,2022-2023,Obesity,0.4893645442791547,0.49206935910148647,0.3595306311531309,0.6089945401730533,C:/Cloud/OneDrive - Emory University/Papers/Pursuant User Profiles/working/model/ktana07/glmer_20222023_county_obesity estimates.csv
FIPS,01111,2022-2023,Obesity,0.4817644609135795,0.4842440999468088,0.3549198775414592,0.6170858066271031,C:/Cloud/OneDrive - Emory University/Papers/Pursuant User Profiles/working/model/ktana07/glmer_20222023_county_obesity estimates.csv
FIPS,01113,2022-2023,Obesity,0.5631490239002352,0.5634087978304558,0.4509040703238859,0.6742549683899394,C:/Cloud/OneDrive - Emory University/Papers/Pursuant User Profiles/working/model/ktana07/glmer_20222023_county_obesity estimates.csv
FIPS,01115,2022-2023,Obesity,0.37514037421831736,0.37091003177195625,0.24547300121672716,0.5333759839972263,C:/Cloud/OneDrive - Emory University/Papers/Pursuant User Profiles/working/model/ktana07/glmer_20222023_county_obesity estimates.csv
FIPS,01117,2022-2023,Obesity,0.47911457060784346,0.47704831485840393,0.34744787096239815,0.6040602192190747,C:/Cloud/OneDrive - Emory University/Papers/Pursuant User Profiles/working/model/ktana07/glmer_20222023_county_obesity estimates.csv
FIPS,01119,2022-2023,Obesity,0.4945281082818777,0.4982333668795948,0.375871747079896,0.6036518165132447,C:/Cloud/OneDrive - Emory University/Papers/Pursuant User Profiles/working/model/ktana07/glmer_20222023_county_obesity estimates.csv
FIPS,01121,2022-2023,Obesity,0.5330123318597252,0.5320297485101109,0.4040659964447864,0.6620710835165833,C:/Cloud/OneDrive - Emory University/Papers/Pursuant User Profiles/working/model/ktana07/glmer_20222023_county_obesity estimates.csv
FIPS,01123,2022-2023,Obesity,0.4491550767676069,0.44250244553096074,0.31857567118386626,0.599327839423782,C:/Cloud/OneDrive - Emory University/Papers/Pursuant User Profiles/working/model/ktana07/glmer_20222023_county_obesity estimates.csv
FIPS,01125,2022-2023,Obesity,0.5071703726728235,0.5076464870666659,0.3762563286974709,0.6177667720023472,C:/Cloud/OneDrive - Emory University/Papers/Pursuant User Profiles/working/model/ktana07/glmer_20222023_county_obesity estimates.csv
FIPS,01127,2022-2023,Obesity,0.3678117618660192,0.3633904102485429,0.23025144512556067,0.5208191336976516,C:/Cloud/OneDrive - Emory University/Papers/Pursuant User Profiles/working/model/ktana07/glmer_20222023_county_obesity estimates.csv
