Start,Stop,fips,County_StateAbb,County,StateAbb,Obesity,Overweight,Ncount
2024-01-01T00:00:00Z,2025-07-10T00:00:00Z,21001,"ADAIR, KY",ADAIR,KY,32.2,22.8,4699
2024-01-01T00:00:00Z,2025-07-10T00:00:00Z,48359,"OLDHAM, TX",OLDHAM,TX,32.2,26.6,861
2024-01-01T00:00:00Z,2025-07-10T00:00:00Z,13073,"COLUMBIA, GA",COLUMBIA,GA,32.1,26.4,34480
2024-01-01T00:00:00Z,2025-07-10T00:00:00Z,13009,"BALDWIN, GA",BALDWIN,GA,32.1,23.8,3597
2024-01-01T00:00:00Z,2025-07-10T00:00:00Z,13309,"WHEELER, GA",WHEELER,GA,32.1,26.4,159
2024-01-01T00:00:00Z,2025-07-10T00:00:00Z,48193,"HAMILTON, TX",HAMILTON,TX,32.1,24.5,2595
2024-01-01T00:00:00Z,2025-07-10T00:00:00Z,48103,"CRANE, TX",CRANE,TX,32,30.4,181
2024-01-01T00:00:00Z,2025-07-10T00:00:00Z,21221,"TRIGG, KY",TRIGG,KY,32,24.5,3044
2024-01-01T00:00:00Z,2025-07-10T00:00:00Z,48495,"WINKLER, TX",WINKLER,TX,32,22.3,175
2024-01-01T00:00:00Z,2025-07-10T00:00:00Z,13319,"WILKINSON, GA",WILKINSON,GA,32,22.8,469
2024-01-01T00:00:00Z,2025-07-10T00:00:00Z,48437,"SWISHER, TX",SWISHER,TX,32,25.7,1526
2024-01-01T00:00:00Z,2025-07-10T00:00:00Z,37185,"WARREN, NC",WARREN,NC,32,23.2,4497
2024-01-01T00:00:00Z,2025-07-10T00:00:00Z,13025,"BRANTLEY, GA",BRANTLEY,GA,32,24.8,876
2024-01-01T00:00:00Z,2025-07-10T00:00:00Z,29159,"PETTIS, MO",PETTIS,MO,32,24.2,2306
2024-01-01T00:00:00Z,2025-07-10T00:00:00Z,48149,"FAYETTE, TX",FAYETTE,TX,32,27.7,5114
2024-01-01T00:00:00Z,2025-07-10T00:00:00Z,48347,"NACOGDOCHES, TX",NACOGDOCHES,TX,31.9,24.1,5534
2024-01-01T00:00:00Z,2025-07-10T00:00:00Z,29173,"RALLS, MO",RALLS,MO,31.9,17,94
2024-01-01T00:00:00Z,2025-07-10T00:00:00Z,13259,"STEWART, GA",STEWART,GA,31.9,20.7,188
2024-01-01T00:00:00Z,2025-07-10T00:00:00Z,17169,"SCHUYLER, IL",SCHUYLER,IL,31.9,20.8,1678
2024-01-01T00:00:00Z,2025-07-10T00:00:00Z,48429,"STEPHENS, TX",STEPHENS,TX,31.9,25.7,797
2024-01-01T00:00:00Z,2025-07-10T00:00:00Z,13261,"SUMTER, GA",SUMTER,GA,31.8,24.1,982
2024-01-01T00:00:00Z,2025-07-10T00:00:00Z,21023,"BRACKEN, KY",BRACKEN,KY,31.8,21.9,1744
2024-01-01T00:00:00Z,2025-07-10T00:00:00Z,17091,"KANKAKEE, IL",KANKAKEE,IL,31.7,21.5,9586
2024-01-01T00:00:00Z,2025-07-10T00:00:00Z,37089,"HENDERSON, NC",HENDERSON,NC,31.7,33.2,87795
2024-01-01T00:00:00Z,2025-07-10T00:00:00Z,21091,"HANCOCK, KY",HANCOCK,KY,31.7,22.4,2115
2024-01-01T00:00:00Z,2025-07-10T00:00:00Z,48085,"COLLIN, TX",COLLIN,TX,31.7,34.1,462146
2024-01-01T00:00:00Z,2025-07-10T00:00:00Z,13161,"JEFF DAVIS, GA",JEFF DAVIS,GA,31.6,18.8,446
2024-01-01T00:00:00Z,2025-07-10T00:00:00Z,20101,"LANE, KS",LANE,KS,31.6,24.1,174
2024-01-01T00:00:00Z,2025-07-10T00:00:00Z,48009,"ARCHER, TX",ARCHER,TX,31.6,26.1,652
2024-01-01T00:00:00Z,2025-07-10T00:00:00Z,21183,"OHIO, KY",OHIO,KY,31.6,19.2,2708
2024-01-01T00:00:00Z,2025-07-10T00:00:00Z,48221,"HOOD, TX",HOOD,TX,31.6,29.7,18101
2024-01-01T00:00:00Z,2025-07-10T00:00:00Z,48173,"GLASSCOCK, TX",GLASSCOCK,TX,31.6,32.9,225
2024-01-01T00:00:00Z,2025-07-10T00:00:00Z,48115,"DAWSON, TX",DAWSON,TX,31.5,21.2,203
2024-01-01T00:00:00Z,2025-07-10T00:00:00Z,13165,"JENKINS, GA",JENKINS,GA,31.5,20.3,724
2024-01-01T00:00:00Z,2025-07-10T00:00:00Z,48491,"WILLIAMSON, TX",WILLIAMSON,TX,31.5,29.4,180189
2024-01-01T00:00:00Z,2025-07-10T00:00:00Z,48487,"WILBARGER, TX",WILBARGER,TX,31.4,26.8,493
2024-01-01T00:00:00Z,2025-07-10T00:00:00Z,20091,"JOHNSON, KS",JOHNSON,KS,31.4,33.7,311335
2024-01-01T00:00:00Z,2025-07-10T00:00:00Z,13077,"COWETA, GA",COWETA,GA,31.4,25.9,18011
2024-01-01T00:00:00Z,2025-07-10T00:00:00Z,13005,"BACON, GA",BACON,GA,31.3,24.2,396
2024-01-01T00:00:00Z,2025-07-10T00:00:00Z,37055,"DARE, NC",DARE,NC,31.3,38.4,30505
2024-01-01T00:00:00Z,2025-07-10T00:00:00Z,21031,"BUTLER, KY",BUTLER,KY,31.2,21.9,2008
2024-01-01T00:00:00Z,2025-07-10T00:00:00Z,20067,"GRANT, KS",GRANT,KS,31.2,18.8,282
2024-01-01T00:00:00Z,2025-07-10T00:00:00Z,13219,"OCONEE, GA",OCONEE,GA,31.2,33.9,11463
2024-01-01T00:00:00Z,2025-07-10T00:00:00Z,17029,"COLES, IL",COLES,IL,31.2,20.6,16731
2024-01-01T00:00:00Z,2025-07-10T00:00:00Z,20201,"WASHINGTON, KS",WASHINGTON,KS,31.2,23.2,1316
2024-01-01T00:00:00Z,2025-07-10T00:00:00Z,37049,"CRAVEN, NC",CRAVEN,NC,31.2,24,22696
2024-01-01T00:00:00Z,2025-07-10T00:00:00Z,20199,"WALLACE, KS",WALLACE,KS,31,26,400
2024-01-01T00:00:00Z,2025-07-10T00:00:00Z,37183,"WAKE, NC",WAKE,NC,31,30.6,673396
2024-01-01T00:00:00Z,2025-07-10T00:00:00Z,13027,"BROOKS, GA",BROOKS,GA,31,19.4,4701
2024-01-01T00:00:00Z,2025-07-10T00:00:00Z,48333,"MILLS, TX",MILLS,TX,30.9,26.4,1202
2024-01-01T00:00:00Z,2025-07-10T00:00:00Z,48003,"ANDREWS, TX",ANDREWS,TX,30.9,22.2,527
2024-01-01T00:00:00Z,2025-07-10T00:00:00Z,20063,"GOVE, KS",GOVE,KS,30.9,21.3,498
2024-01-01T00:00:00Z,2025-07-10T00:00:00Z,20161,"RILEY, KS",RILEY,KS,30.9,25.7,21931
2024-01-01T00:00:00Z,2025-07-10T00:00:00Z,20163,"ROOKS, KS",ROOKS,KS,30.9,22.9,411
2024-01-01T00:00:00Z,2025-07-10T00:00:00Z,37005,"ALLEGHANY, NC",ALLEGHANY,NC,30.9,27.8,2768
2024-01-01T00:00:00Z,2025-07-10T00:00:00Z,17015,"CARROLL, IL",CARROLL,IL,30.9,23.2,4326
2024-01-01T00:00:00Z,2025-07-10T00:00:00Z,48405,"SAN AUGUSTINE, TX",SAN AUGUSTINE,TX,30.8,23.1,759
2024-01-01T00:00:00Z,2025-07-10T00:00:00Z,17045,"EDGAR, IL",EDGAR,IL,30.8,20.1,4091
2024-01-01T00:00:00Z,2025-07-10T00:00:00Z,48457,"TYLER, TX",TYLER,TX,30.8,22.6,1961
2024-01-01T00:00:00Z,2025-07-10T00:00:00Z,48195,"HANSFORD, TX",HANSFORD,TX,30.8,24.4,1059
2024-01-01T00:00:00Z,2025-07-10T00:00:00Z,29211,"SULLIVAN, MO",SULLIVAN,MO,30.7,26.1,950
2024-01-01T00:00:00Z,2025-07-10T00:00:00Z,13193,"MACON, GA",MACON,GA,30.7,26.6,436
2024-01-01T00:00:00Z,2025-07-10T00:00:00Z,13167,"JOHNSON, GA",JOHNSON,GA,30.7,21.1,498
2024-01-01T00:00:00Z,2025-07-10T00:00:00Z,48245,"JEFFERSON, TX",JEFFERSON,TX,30.7,23.4,26245
2024-01-01T00:00:00Z,2025-07-10T00:00:00Z,13277,"TIFT, GA",TIFT,GA,30.7,21.2,2626
2024-01-01T00:00:00Z,2025-07-10T00:00:00Z,29053,"COOPER, MO",COOPER,MO,30.7,19,525
2024-01-01T00:00:00Z,2025-07-10T00:00:00Z,29033,"CARROLL, MO",CARROLL,MO,30.6,20,2063
2024-01-01T00:00:00Z,2025-07-10T00:00:00Z,29175,"RANDOLPH, MO",RANDOLPH,MO,30.6,23.8,320
2024-01-01T00:00:00Z,2025-07-10T00:00:00Z,13069,"COFFEE, GA",COFFEE,GA,30.6,21.4,2205
2024-01-01T00:00:00Z,2025-07-10T00:00:00Z,48483,"WHEELER, TX",WHEELER,TX,30.6,23.5,1167
2024-01-01T00:00:00Z,2025-07-10T00:00:00Z,20117,"MARSHALL, KS",MARSHALL,KS,30.6,21.3,3050
2024-01-01T00:00:00Z,2025-07-10T00:00:00Z,48129,"DONLEY, TX",DONLEY,TX,30.5,24.1,1303
2024-01-01T00:00:00Z,2025-07-10T00:00:00Z,13177,"LEE, GA",LEE,GA,30.5,23,1287
2024-01-01T00:00:00Z,2025-07-10T00:00:00Z,37109,"LINCOLN, NC",LINCOLN,NC,30.5,28,24916
2024-01-01T00:00:00Z,2025-07-10T00:00:00Z,13191,"MCINTOSH, GA",MCINTOSH,GA,30.5,20.9,584
2024-01-01T00:00:00Z,2025-07-10T00:00:00Z,13135,"GWINNETT, GA",GWINNETT,GA,30.5,29.1,188883
2024-01-01T00:00:00Z,2025-07-10T00:00:00Z,20141,"OSBORNE, KS",OSBORNE,KS,30.4,22.1,253
2024-01-01T00:00:00Z,2025-07-10T00:00:00Z,21057,"CUMBERLAND, KY",CUMBERLAND,KY,30.4,18.9,493
2024-01-01T00:00:00Z,2025-07-10T00:00:00Z,48421,"SHERMAN, TX",SHERMAN,TX,30.4,25.9,467
2024-01-01T00:00:00Z,2025-07-10T00:00:00Z,17055,"FRANKLIN, IL",FRANKLIN,IL,30.4,21.6,7802
2024-01-01T00:00:00Z,2025-07-10T00:00:00Z,37199,"YANCEY, NC",YANCEY,NC,30.4,24.1,3265
2024-01-01T00:00:00Z,2025-07-10T00:00:00Z,13249,"SCHLEY, GA",SCHLEY,GA,30.3,20.8,178
2024-01-01T00:00:00Z,2025-07-10T00:00:00Z,21117,"KENTON, KY",KENTON,KY,30.3,27.3,48676
2024-01-01T00:00:00Z,2025-07-10T00:00:00Z,37137,"PAMLICO, NC",PAMLICO,NC,30.3,25.8,3119
2024-01-01T00:00:00Z,2025-07-10T00:00:00Z,13185,"LOWNDES, GA",LOWNDES,GA,30.3,21,61320
2024-01-01T00:00:00Z,2025-07-10T00:00:00Z,13037,"CALHOUN, GA",CALHOUN,GA,30.3,23.7,519
2024-01-01T00:00:00Z,2025-07-10T00:00:00Z,21009,"BARREN, KY",BARREN,KY,30.2,20.7,3556
2024-01-01T00:00:00Z,2025-07-10T00:00:00Z,20017,"CHASE, KS",CHASE,KS,30.2,25.9,857
2024-01-01T00:00:00Z,2025-07-10T00:00:00Z,48205,"HARTLEY, TX",HARTLEY,TX,30.2,33.2,364
2024-01-01T00:00:00Z,2025-07-10T00:00:00Z,13231,"PIKE, GA",PIKE,GA,30.2,22.9,5562
2024-01-01T00:00:00Z,2025-07-10T00:00:00Z,13095,"DOUGHERTY, GA",DOUGHERTY,GA,30.2,20.4,3521
2024-01-01T00:00:00Z,2025-07-10T00:00:00Z,48353,"NOLAN, TX",NOLAN,TX,30.2,27.4,998
2024-01-01T00:00:00Z,2025-07-10T00:00:00Z,48501,"YOAKUM, TX",YOAKUM,TX,30.2,27,126
2024-01-01T00:00:00Z,2025-07-10T00:00:00Z,37121,"MITCHELL, NC",MITCHELL,NC,30.1,24.9,3591
2024-01-01T00:00:00Z,2025-07-10T00:00:00Z,48391,"REFUGIO, TX",REFUGIO,TX,30.1,16.9,528
2024-01-01T00:00:00Z,2025-07-10T00:00:00Z,29007,"AUDRAIN, MO",AUDRAIN,MO,30.1,18.8,309
2024-01-01T00:00:00Z,2025-07-10T00:00:00Z,13205,"MITCHELL, GA",MITCHELL,GA,30.1,20.9,708
2024-01-01T00:00:00Z,2025-07-10T00:00:00Z,20057,"FORD, KS",FORD,KS,30.1,22.8,861
2024-01-01T00:00:00Z,2025-07-10T00:00:00Z,48135,"ECTOR, TX",ECTOR,TX,30.1,22,3739
2024-01-01T00:00:00Z,2025-07-10T00:00:00Z,13183,"LONG, GA",LONG,GA,30,15.7,460
2024-01-01T00:00:00Z,2025-07-10T00:00:00Z,17177,"STEPHENSON, IL",STEPHENSON,IL,30,20.2,11252
2024-01-01T00:00:00Z,2025-07-10T00:00:00Z,48199,"HARDIN, TX",HARDIN,TX,29.9,24.3,5821
2024-01-01T00:00:00Z,2025-07-10T00:00:00Z,48075,"CHILDRESS, TX",CHILDRESS,TX,29.9,25,639
2024-01-01T00:00:00Z,2025-07-10T00:00:00Z,13061,"CLAY, GA",CLAY,GA,29.9,20.2,1459
2024-01-01T00:00:00Z,2025-07-10T00:00:00Z,20189,"STEVENS, KS",STEVENS,KS,29.9,18.3,251
2024-01-01T00:00:00Z,2025-07-10T00:00:00Z,48373,"POLK, TX",POLK,TX,29.9,25.2,11262
2024-01-01T00:00:00Z,2025-07-10T00:00:00Z,13057,"CHEROKEE, GA",CHEROKEE,GA,29.9,31.1,100084
2024-01-01T00:00:00Z,2025-07-10T00:00:00Z,13153,"HOUSTON, GA",HOUSTON,GA,29.9,22.2,7824
2024-01-01T00:00:00Z,2025-07-10T00:00:00Z,48033,"BORDEN, TX",BORDEN,TX,29.9,23.9,67
2024-01-01T00:00:00Z,2025-07-10T00:00:00Z,48275,"KNOX, TX",KNOX,TX,29.8,26.2,141
2024-01-01T00:00:00Z,2025-07-10T00:00:00Z,29127,"MARION, MO",MARION,MO,29.8,16.9,413
2024-01-01T00:00:00Z,2025-07-10T00:00:00Z,17109,"MCDONOUGH, IL",MCDONOUGH,IL,29.8,20.8,6372
2024-01-01T00:00:00Z,2025-07-10T00:00:00Z,20169,"SALINE, KS",SALINE,KS,29.7,22.8,2696
2024-01-01T00:00:00Z,2025-07-10T00:00:00Z,21081,"GRANT, KY",GRANT,KY,29.7,20.1,5305
2024-01-01T00:00:00Z,2025-07-10T00:00:00Z,37119,"MECKLENBURG, NC",MECKLENBURG,NC,29.7,30,511052
2024-01-01T00:00:00Z,2025-07-10T00:00:00Z,20025,"CLARK, KS",CLARK,KS,29.7,29.7,74
2024-01-01T00:00:00Z,2025-07-10T00:00:00Z,13017,"BEN HILL, GA",BEN HILL,GA,29.7,23.2,1075
2024-01-01T00:00:00Z,2025-07-10T00:00:00Z,48057,"CALHOUN, TX",CALHOUN,TX,29.6,24.5,2031
2024-01-01T00:00:00Z,2025-07-10T00:00:00Z,48209,"HAYS, TX",HAYS,TX,29.6,26.1,37831
2024-01-01T00:00:00Z,2025-07-10T00:00:00Z,48069,"CASTRO, TX",CASTRO,TX,29.6,24.8,1215
2024-01-01T00:00:00Z,2025-07-10T00:00:00Z,21059,"DAVIESS, KY",DAVIESS,KY,29.6,22.5,25581
2024-01-01T00:00:00Z,2025-07-10T00:00:00Z,13227,"PICKENS, GA",PICKENS,GA,29.6,29.5,6335
2024-01-01T00:00:00Z,2025-07-10T00:00:00Z,20051,"ELLIS, KS",ELLIS,KS,29.6,22,2565
2024-01-01T00:00:00Z,2025-07-10T00:00:00Z,48049,"BROWN, TX",BROWN,TX,29.6,23.1,3496
2024-01-01T00:00:00Z,2025-07-10T00:00:00Z,13081,"CRISP, GA",CRISP,GA,29.6,21.7,788
2024-01-01T00:00:00Z,2025-07-10T00:00:00Z,17063,"GRUNDY, IL",GRUNDY,IL,29.5,22.8,9381
2024-01-01T00:00:00Z,2025-07-10T00:00:00Z,13107,"EMANUEL, GA",EMANUEL,GA,29.5,22,1493
2024-01-01T00:00:00Z,2025-07-10T00:00:00Z,13207,"MONROE, GA",MONROE,GA,29.5,24.8,2523
2024-01-01T00:00:00Z,2025-07-10T00:00:00Z,17133,"MONROE, IL",MONROE,IL,29.5,24.2,2439
2024-01-01T00:00:00Z,2025-07-10T00:00:00Z,13065,"CLINCH, GA",CLINCH,GA,29.5,19.7,1816
2024-01-01T00:00:00Z,2025-07-10T00:00:00Z,20081,"HASKELL, KS",HASKELL,KS,29.5,20.5,122
2024-01-01T00:00:00Z,2025-07-10T00:00:00Z,13209,"MONTGOMERY, GA",MONTGOMERY,GA,29.5,20.8,312
2024-01-01T00:00:00Z,2025-07-10T00:00:00Z,48175,"GOLIAD, TX",GOLIAD,TX,29.5,21.9,675
2024-01-01T00:00:00Z,2025-07-10T00:00:00Z,48165,"GAINES, TX",GAINES,TX,29.5,30.1,346
2024-01-01T00:00:00Z,2025-07-10T00:00:00Z,48005,"ANGELINA, TX",ANGELINA,TX,29.5,22.7,7216
2024-01-01T00:00:00Z,2025-07-10T00:00:00Z,13123,"GILMER, GA",GILMER,GA,29.5,25.2,5228
2024-01-01T00:00:00Z,2025-07-10T00:00:00Z,37087,"HAYWOOD, NC",HAYWOOD,NC,29.4,25.3,8788
2024-01-01T00:00:00Z,2025-07-10T00:00:00Z,13169,"JONES, GA",JONES,GA,29.4,24,1063
2024-01-01T00:00:00Z,2025-07-10T00:00:00Z,17097,"LAKE, IL",LAKE,IL,29.4,29,247497
2024-01-01T00:00:00Z,2025-07-10T00:00:00Z,48403,"SABINE, TX",SABINE,TX,29.4,24.4,1050
2024-01-01T00:00:00Z,2025-07-10T00:00:00Z,20175,"SEWARD, KS",SEWARD,KS,29.4,20.7,663
2024-01-01T00:00:00Z,2025-07-10T00:00:00Z,48013,"ATASCOSA, TX",ATASCOSA,TX,29.4,19.2,7691
2024-01-01T00:00:00Z,2025-07-10T00:00:00Z,20115,"MARION, KS",MARION,KS,29.4,21.1,497
2024-01-01T00:00:00Z,2025-07-10T00:00:00Z,48031,"BLANCO, TX",BLANCO,TX,29.3,30.9,4814
2024-01-01T00:00:00Z,2025-07-10T00:00:00Z,21037,"CAMPBELL, KY",CAMPBELL,KY,29.3,28.1,29073
2024-01-01T00:00:00Z,2025-07-10T00:00:00Z,37175,"TRANSYLVANIA, NC",TRANSYLVANIA,NC,29.3,31.8,21118
2024-01-01T00:00:00Z,2025-07-10T00:00:00Z,20045,"DOUGLAS, KS",DOUGLAS,KS,29.2,25.9,28064
2024-01-01T00:00:00Z,2025-07-10T00:00:00Z,29185,"SAINT CLAIR, MO",SAINT CLAIR,MO,29.2,24.6,852
2024-01-01T00:00:00Z,2025-07-10T00:00:00Z,29171,"PUTNAM, MO",PUTNAM,MO,29.2,22.7,736
2024-01-01T00:00:00Z,2025-07-10T00:00:00Z,13001,"APPLING, GA",APPLING,GA,29.2,21.6,606
2024-01-01T00:00:00Z,2025-07-10T00:00:00Z,17067,"HANCOCK, IL",HANCOCK,IL,29.2,19.5,3042
2024-01-01T00:00:00Z,2025-07-10T00:00:00Z,48345,"MOTLEY, TX",MOTLEY,TX,29.2,27.1,48
2024-01-01T00:00:00Z,2025-07-10T00:00:00Z,13235,"PULASKI, GA",PULASKI,GA,29.1,24.1,398
2024-01-01T00:00:00Z,2025-07-10T00:00:00Z,37037,"CHATHAM, NC",CHATHAM,NC,29.1,29.6,49532
2024-01-01T00:00:00Z,2025-07-10T00:00:00Z,20035,"COWLEY, KS",COWLEY,KS,29.1,20.1,1045
2024-01-01T00:00:00Z,2025-07-10T00:00:00Z,17043,"DUPAGE, IL",DUPAGE,IL,29.1,30.3,266128
2024-01-01T00:00:00Z,2025-07-10T00:00:00Z,13239,"QUITMAN, GA",QUITMAN,GA,29.1,23.5,358
2024-01-01T00:00:00Z,2025-07-10T00:00:00Z,13087,"DECATUR, GA",DECATUR,GA,29,23.9,1650
2024-01-01T00:00:00Z,2025-07-10T00:00:00Z,13175,"LAURENS, GA",LAURENS,GA,29,21.4,2184
2024-01-01T00:00:00Z,2025-07-10T00:00:00Z,29141,"MORGAN, MO",MORGAN,MO,29,26.3,782
2024-01-01T00:00:00Z,2025-07-10T00:00:00Z,48059,"CALLAHAN, TX",CALLAHAN,TX,29,23.4,1037
2024-01-01T00:00:00Z,2025-07-10T00:00:00Z,13215,"MUSCOGEE, GA",MUSCOGEE,GA,29,22.4,8518
2024-01-01T00:00:00Z,2025-07-10T00:00:00Z,29510,"SAINT LOUIS CITY, MO",SAINT LOUIS CITY,MO,29,21.9,15821
2024-01-01T00:00:00Z,2025-07-10T00:00:00Z,21015,"BOONE, KY",BOONE,KY,28.9,24,35597
2024-01-01T00:00:00Z,2025-07-10T00:00:00Z,48023,"BAYLOR, TX",BAYLOR,TX,28.9,22.1,190
2024-01-01T00:00:00Z,2025-07-10T00:00:00Z,48267,"KIMBLE, TX",KIMBLE,TX,28.9,22.8,619
2024-01-01T00:00:00Z,2025-07-10T00:00:00Z,48241,"JASPER, TX",JASPER,TX,28.9,24.5,3155
2024-01-01T00:00:00Z,2025-07-10T00:00:00Z,13279,"TOOMBS, GA",TOOMBS,GA,28.9,24.1,863
2024-01-01T00:00:00Z,2025-07-10T00:00:00Z,21171,"MONROE, KY",MONROE,KY,28.8,18.4,572
2024-01-01T00:00:00Z,2025-07-10T00:00:00Z,20019,"CHAUTAUQUA, KS",CHAUTAUQUA,KS,28.8,28.4,215
2024-01-01T00:00:00Z,2025-07-10T00:00:00Z,29149,"OREGON, MO",OREGON,MO,28.8,15.4,775
2024-01-01T00:00:00Z,2025-07-10T00:00:00Z,29011,"BARTON, MO",BARTON,MO,28.8,21.8,633
2024-01-01T00:00:00Z,2025-07-10T00:00:00Z,13299,"WARE, GA",WARE,GA,28.7,23,1686
2024-01-01T00:00:00Z,2025-07-10T00:00:00Z,13229,"PIERCE, GA",PIERCE,GA,28.7,23.7,871
2024-01-01T00:00:00Z,2025-07-10T00:00:00Z,48197,"HARDEMAN, TX",HARDEMAN,TX,28.7,23.5,251
2024-01-01T00:00:00Z,2025-07-10T00:00:00Z,37173,"SWAIN, NC",SWAIN,NC,28.6,23.9,1215
2024-01-01T00:00:00Z,2025-07-10T00:00:00Z,48269,"KING, TX",KING,TX,NA,NA,10 or fewer
2024-01-01T00:00:00Z,2025-07-10T00:00:00Z,29139,"MONTGOMERY, MO",MONTGOMERY,MO,28.6,20.2,119
2024-01-01T00:00:00Z,2025-07-10T00:00:00Z,48279,"LAMB, TX",LAMB,TX,28.5,25.3,375
2024-01-01T00:00:00Z,2025-07-10T00:00:00Z,13155,"IRWIN, GA",IRWIN,GA,28.5,24.4,533
2024-01-01T00:00:00Z,2025-07-10T00:00:00Z,13271,"TELFAIR, GA",TELFAIR,GA,28.5,18.3,372
2024-01-01T00:00:00Z,2025-07-10T00:00:00Z,37189,"WATAUGA, NC",WATAUGA,NC,28.5,34.6,27025
2024-01-01T00:00:00Z,2025-07-10T00:00:00Z,21127,"LAWRENCE, KY",LAWRENCE,KY,28.5,17.1,3536
2024-01-01T00:00:00Z,2025-07-10T00:00:00Z,37105,"LEE, NC",LEE,NC,28.4,20,22678
2024-01-01T00:00:00Z,2025-07-10T00:00:00Z,37003,"ALEXANDER, NC",ALEXANDER,NC,28.4,20.5,5427
2024-01-01T00:00:00Z,2025-07-10T00:00:00Z,48285,"LAVACA, TX",LAVACA,TX,28.3,23.5,2367
2024-01-01T00:00:00Z,2025-07-10T00:00:00Z,37129,"NEW HANOVER, NC",NEW HANOVER,NC,28.3,31.9,118234
2024-01-01T00:00:00Z,2025-07-10T00:00:00Z,20049,"ELK, KS",ELK,KS,28.3,21.2,113
2024-01-01T00:00:00Z,2025-07-10T00:00:00Z,20029,"CLOUD, KS",CLOUD,KS,28.3,19.6,799
2024-01-01T00:00:00Z,2025-07-10T00:00:00Z,13289,"TWIGGS, GA",TWIGGS,GA,28.3,21.7,276
2024-01-01T00:00:00Z,2025-07-10T00:00:00Z,48443,"TERRELL, TX",TERRELL,TX,28.2,23.9,117
2024-01-01T00:00:00Z,2025-07-10T00:00:00Z,17199,"WILLIAMSON, IL",WILLIAMSON,IL,28.2,21.8,14765
2024-01-01T00:00:00Z,2025-07-10T00:00:00Z,17059,"GALLATIN, IL",GALLATIN,IL,28.2,19,2138
2024-01-01T00:00:00Z,2025-07-10T00:00:00Z,13275,"THOMAS, GA",THOMAS,GA,28,20.4,2236
2024-01-01T00:00:00Z,2025-07-10T00:00:00Z,29111,"LEWIS, MO",LEWIS,MO,27.9,12.7,204
2024-01-01T00:00:00Z,2025-07-10T00:00:00Z,37035,"CATAWBA, NC",CATAWBA,NC,27.9,21.5,34222
2024-01-01T00:00:00Z,2025-07-10T00:00:00Z,17193,"WHITE, IL",WHITE,IL,27.9,18.2,6040
2024-01-01T00:00:00Z,2025-07-10T00:00:00Z,17023,"CLARK, IL",CLARK,IL,27.9,18.3,2181
2024-01-01T00:00:00Z,2025-07-10T00:00:00Z,48369,"PARMER, TX",PARMER,TX,27.9,22.3,1568
2024-01-01T00:00:00Z,2025-07-10T00:00:00Z,37123,"MONTGOMERY, NC",MONTGOMERY,NC,27.9,21,3747
2024-01-01T00:00:00Z,2025-07-10T00:00:00Z,20113,"MCPHERSON, KS",MCPHERSON,KS,27.8,23.3,1088
2024-01-01T00:00:00Z,2025-07-10T00:00:00Z,37165,"SCOTLAND, NC",SCOTLAND,NC,27.8,17.8,5537
2024-01-01T00:00:00Z,2025-07-10T00:00:00Z,20071,"GREELEY, KS",GREELEY,KS,27.8,23.2,151
2024-01-01T00:00:00Z,2025-07-10T00:00:00Z,48361,"ORANGE, TX",ORANGE,TX,27.8,22.2,7309
2024-01-01T00:00:00Z,2025-07-10T00:00:00Z,29131,"MILLER, MO",MILLER,MO,27.8,20.6,738
2024-01-01T00:00:00Z,2025-07-10T00:00:00Z,48503,"YOUNG, TX",YOUNG,TX,27.8,26.6,1721
2024-01-01T00:00:00Z,2025-07-10T00:00:00Z,37021,"BUNCOMBE, NC",BUNCOMBE,NC,27.8,28.3,93031
2024-01-01T00:00:00Z,2025-07-10T00:00:00Z,13021,"BIBB, GA",BIBB,GA,27.7,21,7662
2024-01-01T00:00:00Z,2025-07-10T00:00:00Z,13007,"BAKER, GA",BAKER,GA,27.7,20.1,542
2024-01-01T00:00:00Z,2025-07-10T00:00:00Z,21003,"ALLEN, KY",ALLEN,KY,27.6,20.4,1248
2024-01-01T00:00:00Z,2025-07-10T00:00:00Z,48453,"TRAVIS, TX",TRAVIS,TX,27.6,27.3,309576
2024-01-01T00:00:00Z,2025-07-10T00:00:00Z,20187,"STANTON, KS",STANTON,KS,27.6,14.3,98
2024-01-01T00:00:00Z,2025-07-10T00:00:00Z,20007,"BARBER, KS",BARBER,KS,27.5,23.9,109
2024-01-01T00:00:00Z,2025-07-10T00:00:00Z,48211,"HEMPHILL, TX",HEMPHILL,TX,27.5,22.4,796
2024-01-01T00:00:00Z,2025-07-10T00:00:00Z,13315,"WILCOX, GA",WILCOX,GA,27.5,23.4,364
2024-01-01T00:00:00Z,2025-07-10T00:00:00Z,48087,"COLLINGSWORTH, TX",COLLINGSWORTH,TX,27.5,26.3,510
2024-01-01T00:00:00Z,2025-07-10T00:00:00Z,48315,"MARION, TX",MARION,TX,27.4,18.4,707
2024-01-01T00:00:00Z,2025-07-10T00:00:00Z,48319,"MASON, TX",MASON,TX,27.4,26.1,1145
2024-01-01T00:00:00Z,2025-07-10T00:00:00Z,29121,"MACON, MO",MACON,MO,27.4,15.9,321
2024-01-01T00:00:00Z,2025-07-10T00:00:00Z,13305,"WAYNE, GA",WAYNE,GA,27.4,20.7,836
2024-01-01T00:00:00Z,2025-07-10T00:00:00Z,48045,"BRISCOE, TX",BRISCOE,TX,27.4,30.6,252
