index,page,link,partition_key,file_name,file_extension,file_size_bytes,modified_at,external_id,download_link
0,1,https://app.deweydata.io/api/v1/downloads/0197fb5c-5e97-7ef1-8768-44a41cc9ce91/link,2023-01,data_01bd93b4-0105-ee24-0042-fa0702f29bee_63_7_0.csv.gz,.csv.gz,209746951,2025-07-09T16:54:41.610000+00:00,dwll_0197fb5c-5e97-7ef1-8768-44a41cc9ce91,https://app.deweydata.io/api/v1/downloads/0197fb5c-5e97-7ef1-8768-44a41cc9ce91/link
1,1,https://app.deweydata.io/api/v1/downloads/0197fb5c-5e97-7ef1-8768-44b4f95f526a/link,2023-01,data_01bd93b4-0105-ee24-0042-fa0702f29bee_63_7_1.csv.gz,.csv.gz,209743208,2025-07-09T16:56:09.384000+00:00,dwll_0197fb5c-5e97-7ef1-8768-44b4f95f526a,https://app.deweydata.io/api/v1/downloads/0197fb5c-5e97-7ef1-8768-44b4f95f526a/link
2,1,https://app.deweydata.io/api/v1/downloads/0197fb5c-5e97-7ef1-8768-44cf0c19b167/link,2023-01,data_01bd93b4-0105-ee24-0042-fa0702f29bee_63_7_2.csv.gz,.csv.gz,209767725,2025-07-09T16:57:40.399000+00:00,dwll_0197fb5c-5e97-7ef1-8768-44cf0c19b167,https://app.deweydata.io/api/v1/downloads/0197fb5c-5e97-7ef1-8768-44cf0c19b167/link
3,1,https://app.deweydata.io/api/v1/downloads/0197fb5c-5e97-7ef1-8768-44d9a396885d/link,2023-01,data_01bd93b4-0105-ee24-0042-fa0702f29bee_63_7_3.csv.gz,.csv.gz,122019419,2025-07-09T16:59:26.222000+00:00,dwll_0197fb5c-5e97-7ef1-8768-44d9a396885d,https://app.deweydata.io/api/v1/downloads/0197fb5c-5e97-7ef1-8768-44d9a396885d/link
4,1,https://app.deweydata.io/api/v1/downloads/0197fb5c-5e97-7ef1-8768-44e4f0830b22/link,2023-02,data_01bd93b4-0105-ee24-0042-fa0702f29bee_43_1_0.csv.gz,.csv.gz,209736891,2025-07-09T16:53:42.493000+00:00,dwll_0197fb5c-5e97-7ef1-8768-44e4f0830b22,https://app.deweydata.io/api/v1/downloads/0197fb5c-5e97-7ef1-8768-44e4f0830b22/link
5,1,https://app.deweydata.io/api/v1/downloads/0197fb5c-5e97-7ef1-8768-44fe8b7aad9a/link,2023-02,data_01bd93b4-0105-ee24-0042-fa0702f29bee_43_1_1.csv.gz,.csv.gz,209723453,2025-07-09T16:56:20.567000+00:00,dwll_0197fb5c-5e97-7ef1-8768-44fe8b7aad9a,https://app.deweydata.io/api/v1/downloads/0197fb5c-5e97-7ef1-8768-44fe8b7aad9a/link
6,1,https://app.deweydata.io/api/v1/downloads/0197fb5c-5e97-7ef1-8768-4503d782dfcc/link,2023-02,data_01bd93b4-0105-ee24-0042-fa0702f29bee_43_1_2.csv.gz,.csv.gz,209768048,2025-07-09T16:58:05.784000+00:00,dwll_0197fb5c-5e97-7ef1-8768-4503d782dfcc,https://app.deweydata.io/api/v1/downloads/0197fb5c-5e97-7ef1-8768-4503d782dfcc/link
7,1,https://app.deweydata.io/api/v1/downloads/0197fb5c-5e97-7ef1-8768-451a527ae869/link,2023-02,data_01bd93b4-0105-ee24-0042-fa0702f29bee_43_1_3.csv.gz,.csv.gz,91056291,2025-07-09T16:59:26.223000+00:00,dwll_0197fb5c-5e97-7ef1-8768-451a527ae869,https://app.deweydata.io/api/v1/downloads/0197fb5c-5e97-7ef1-8768-451a527ae869/link
8,1,https://app.deweydata.io/api/v1/downloads/0197fb5c-5e97-7ef1-8768-452a588984db/link,2023-03,data_01bd93b4-0105-ee24-0042-fa0702f29bee_63_3_0.csv.gz,.csv.gz,209745796,2025-07-09T16:53:43.595000+00:00,dwll_0197fb5c-5e97-7ef1-8768-452a588984db,https://app.deweydata.io/api/v1/downloads/0197fb5c-5e97-7ef1-8768-452a588984db/link
9,1,https://app.deweydata.io/api/v1/downloads/0197fb5c-5e97-7ef1-8768-453c315c90e2/link,2023-03,data_01bd93b4-0105-ee24-0042-fa0702f29bee_63_3_1.csv.gz,.csv.gz,209738356,2025-07-09T16:56:19.029000+00:00,dwll_0197fb5c-5e97-7ef1-8768-453c315c90e2,https://app.deweydata.io/api/v1/downloads/0197fb5c-5e97-7ef1-8768-453c315c90e2/link
10,1,https://app.deweydata.io/api/v1/downloads/0197fb5c-5e97-7ef1-8768-454831363731/link,2023-03,data_01bd93b4-0105-ee24-0042-fa0702f29bee_63_3_2.csv.gz,.csv.gz,209751954,2025-07-09T16:57:59.450000+00:00,dwll_0197fb5c-5e97-7ef1-8768-454831363731,https://app.deweydata.io/api/v1/downloads/0197fb5c-5e97-7ef1-8768-454831363731/link
11,1,https://app.deweydata.io/api/v1/downloads/0197fb5c-5e97-7ef1-8768-455cf695222b/link,2023-03,data_01bd93b4-0105-ee24-0042-fa0702f29bee_63_3_3.csv.gz,.csv.gz,160637310,2025-07-09T16:59:26.663000+00:00,dwll_0197fb5c-5e97-7ef1-8768-455cf695222b,https://app.deweydata.io/api/v1/downloads/0197fb5c-5e97-7ef1-8768-455cf695222b/link
12,1,https://app.deweydata.io/api/v1/downloads/0197fb5c-5e97-7ef1-8768-456726bc82fb/link,2023-04,data_01bd93b4-0105-ee24-0042-fa0702f29bee_53_2_0.csv.gz,.csv.gz,209737001,2025-07-09T16:54:03.575000+00:00,dwll_0197fb5c-5e97-7ef1-8768-456726bc82fb,https://app.deweydata.io/api/v1/downloads/0197fb5c-5e97-7ef1-8768-456726bc82fb/link
13,1,https://app.deweydata.io/api/v1/downloads/0197fb5c-5e97-7ef1-8768-45706f1069a7/link,2023-04,data_01bd93b4-0105-ee24-0042-fa0702f29bee_53_2_1.csv.gz,.csv.gz,209761602,2025-07-09T16:55:46.494000+00:00,dwll_0197fb5c-5e97-7ef1-8768-45706f1069a7,https://app.deweydata.io/api/v1/downloads/0197fb5c-5e97-7ef1-8768-45706f1069a7/link
14,1,https://app.deweydata.io/api/v1/downloads/0197fb5c-5e97-7ef1-8768-458dc7b8c84c/link,2023-04,data_01bd93b4-0105-ee24-0042-fa0702f29bee_53_2_2.csv.gz,.csv.gz,209731406,2025-07-09T16:57:30.580000+00:00,dwll_0197fb5c-5e97-7ef1-8768-458dc7b8c84c,https://app.deweydata.io/api/v1/downloads/0197fb5c-5e97-7ef1-8768-458dc7b8c84c/link
15,1,https://app.deweydata.io/api/v1/downloads/0197fb5c-5e97-7ef1-8768-45901afffedc/link,2023-04,data_01bd93b4-0105-ee24-0042-fa0702f29bee_53_2_3.csv.gz,.csv.gz,149907459,2025-07-09T16:59:28.590000+00:00,dwll_0197fb5c-5e97-7ef1-8768-45901afffedc,https://app.deweydata.io/api/v1/downloads/0197fb5c-5e97-7ef1-8768-45901afffedc/link
16,1,https://app.deweydata.io/api/v1/downloads/0197fb5c-5e97-7ef1-8768-45a9d1d133e6/link,2023-05,data_01bd93b4-0105-ee24-0042-fa0702f29bee_73_2_0.csv.gz,.csv.gz,209732755,2025-07-09T16:53:43.360000+00:00,dwll_0197fb5c-5e97-7ef1-8768-45a9d1d133e6,https://app.deweydata.io/api/v1/downloads/0197fb5c-5e97-7ef1-8768-45a9d1d133e6/link
17,1,https://app.deweydata.io/api/v1/downloads/0197fb5c-5e97-7ef1-8768-45be4f60b1b6/link,2023-05,data_01bd93b4-0105-ee24-0042-fa0702f29bee_73_2_1.csv.gz,.csv.gz,209723165,2025-07-09T16:55:51.515000+00:00,dwll_0197fb5c-5e97-7ef1-8768-45be4f60b1b6,https://app.deweydata.io/api/v1/downloads/0197fb5c-5e97-7ef1-8768-45be4f60b1b6/link
18,1,https://app.deweydata.io/api/v1/downloads/0197fb5c-5e97-7ef1-8768-45ce5ffe637b/link,2023-05,data_01bd93b4-0105-ee24-0042-fa0702f29bee_73_2_2.csv.gz,.csv.gz,209725671,2025-07-09T16:58:00.848000+00:00,dwll_0197fb5c-5e97-7ef1-8768-45ce5ffe637b,https://app.deweydata.io/api/v1/downloads/0197fb5c-5e97-7ef1-8768-45ce5ffe637b/link
19,1,https://app.deweydata.io/api/v1/downloads/0197fb5c-5e97-7ef1-8768-45d8f5868d3e/link,2023-05,data_01bd93b4-0105-ee24-0042-fa0702f29bee_73_2_3.csv.gz,.csv.gz,178025155,2025-07-09T16:59:29.348000+00:00,dwll_0197fb5c-5e97-7ef1-8768-45d8f5868d3e,https://app.deweydata.io/api/v1/downloads/0197fb5c-5e97-7ef1-8768-45d8f5868d3e/link
20,1,https://app.deweydata.io/api/v1/downloads/0197fb5c-5e97-7ef1-8768-45ef70eb368e/link,2023-06,data_01bd93b4-0105-ee24-0042-fa0702f29bee_13_3_0.csv.gz,.csv.gz,209746024,2025-07-09T16:54:21.330000+00:00,dwll_0197fb5c-5e97-7ef1-8768-45ef70eb368e,https://app.deweydata.io/api/v1/downloads/0197fb5c-5e97-7ef1-8768-45ef70eb368e/link
21,1,https://app.deweydata.io/api/v1/downloads/0197fb5c-5e97-7ef1-8768-45fed96491e7/link,2023-06,data_01bd93b4-0105-ee24-0042-fa0702f29bee_13_3_1.csv.gz,.csv.gz,209768670,2025-07-09T16:56:47.323000+00:00,dwll_0197fb5c-5e97-7ef1-8768-45fed96491e7,https://app.deweydata.io/api/v1/downloads/0197fb5c-5e97-7ef1-8768-45fed96491e7/link
22,1,https://app.deweydata.io/api/v1/downloads/0197fb5c-5e97-7ef1-8768-460d5daf349f/link,2023-06,data_01bd93b4-0105-ee24-0042-fa0702f29bee_13_3_2.csv.gz,.csv.gz,209722279,2025-07-09T16:57:45.461000+00:00,dwll_0197fb5c-5e97-7ef1-8768-460d5daf349f,https://app.deweydata.io/api/v1/downloads/0197fb5c-5e97-7ef1-8768-460d5daf349f/link
23,1,https://app.deweydata.io/api/v1/downloads/0197fb5c-5e97-7ef1-8768-461126db6eaa/link,2023-06,data_01bd93b4-0105-ee24-0042-fa0702f29bee_13_3_3.csv.gz,.csv.gz,209728187,2025-07-09T16:58:43.726000+00:00,dwll_0197fb5c-5e97-7ef1-8768-461126db6eaa,https://app.deweydata.io/api/v1/downloads/0197fb5c-5e97-7ef1-8768-461126db6eaa/link
24,1,https://app.deweydata.io/api/v1/downloads/0197fb5c-5e97-7ef1-8768-462f664823ff/link,2023-06,data_01bd93b4-0105-ee24-0042-fa0702f29bee_13_3_4.csv.gz,.csv.gz,11215041,2025-07-09T16:59:30.210000+00:00,dwll_0197fb5c-5e97-7ef1-8768-462f664823ff,https://app.deweydata.io/api/v1/downloads/0197fb5c-5e97-7ef1-8768-462f664823ff/link
25,1,https://app.deweydata.io/api/v1/downloads/0197fb5c-5e97-7ef1-8768-463d800ad794/link,2023-07,data_01bd93b4-0105-ee24-0042-fa0702f29bee_43_7_0.csv.gz,.csv.gz,209753559,2025-07-09T16:54:40.324000+00:00,dwll_0197fb5c-5e97-7ef1-8768-463d800ad794,https://app.deweydata.io/api/v1/downloads/0197fb5c-5e97-7ef1-8768-463d800ad794/link
26,1,https://app.deweydata.io/api/v1/downloads/0197fb5c-5e97-7ef1-8768-464136d6d6a6/link,2023-07,data_01bd93b4-0105-ee24-0042-fa0702f29bee_43_7_1.csv.gz,.csv.gz,209739146,2025-07-09T16:55:53.673000+00:00,dwll_0197fb5c-5e97-7ef1-8768-464136d6d6a6,https://app.deweydata.io/api/v1/downloads/0197fb5c-5e97-7ef1-8768-464136d6d6a6/link
27,1,https://app.deweydata.io/api/v1/downloads/0197fb5c-5e97-7ef1-8768-46515317e7ff/link,2023-07,data_01bd93b4-0105-ee24-0042-fa0702f29bee_43_7_2.csv.gz,.csv.gz,209737963,2025-07-09T16:57:34.221000+00:00,dwll_0197fb5c-5e97-7ef1-8768-46515317e7ff,https://app.deweydata.io/api/v1/downloads/0197fb5c-5e97-7ef1-8768-46515317e7ff/link
28,1,https://app.deweydata.io/api/v1/downloads/0197fb5c-5e97-7ef1-8768-46650b05b4af/link,2023-07,data_01bd93b4-0105-ee24-0042-fa0702f29bee_43_7_3.csv.gz,.csv.gz,209752701,2025-07-09T16:59:01.887000+00:00,dwll_0197fb5c-5e97-7ef1-8768-46650b05b4af,https://app.deweydata.io/api/v1/downloads/0197fb5c-5e97-7ef1-8768-46650b05b4af/link
29,1,https://app.deweydata.io/api/v1/downloads/0197fb5c-5e97-7ef1-8768-4676201b8aab/link,2023-07,data_01bd93b4-0105-ee24-0042-fa0702f29bee_43_7_4.csv.gz,.csv.gz,18006208,2025-07-09T16:59:26.140000+00:00,dwll_0197fb5c-5e97-7ef1-8768-4676201b8aab,https://app.deweydata.io/api/v1/downloads/0197fb5c-5e97-7ef1-8768-4676201b8aab/link
30,1,https://app.deweydata.io/api/v1/downloads/0197fb5c-5e97-7ef1-8768-4686fc05b012/link,2023-08,data_01bd93b4-0105-ee24-0042-fa0702f29bee_33_1_0.csv.gz,.csv.gz,209750884,2025-07-09T16:53:33.165000+00:00,dwll_0197fb5c-5e97-7ef1-8768-4686fc05b012,https://app.deweydata.io/api/v1/downloads/0197fb5c-5e97-7ef1-8768-4686fc05b012/link
